year,cites_per_year,author
2022,743,Pulkki Ville
2023,281,Pulkki Ville
2013,19,MEKLER Elisa
2014,29,MEKLER Elisa
2015,92,MEKLER Elisa
2016,157,MEKLER Elisa
2017,239,MEKLER Elisa
2018,311,MEKLER Elisa
2019,461,MEKLER Elisa
2020,612,MEKLER Elisa
2021,773,MEKLER Elisa
2022,860,MEKLER Elisa
2023,500,MEKLER Elisa
2013,4,Løvschal Mette
2014,10,Løvschal Mette
2015,10,Løvschal Mette
2016,7,Løvschal Mette
2017,17,Løvschal Mette
2018,37,Løvschal Mette
2019,48,Løvschal Mette
2020,64,Løvschal Mette
2021,89,Løvschal Mette
2022,69,Løvschal Mette
2023,36,Løvschal Mette
2006,21,STADLER Brigitte
2007,31,STADLER Brigitte
2008,59,STADLER Brigitte
2009,88,STADLER Brigitte
2010,178,STADLER Brigitte
2011,264,STADLER Brigitte
2012,325,STADLER Brigitte
2013,364,STADLER Brigitte
2014,463,STADLER Brigitte
2015,434,STADLER Brigitte
2016,390,STADLER Brigitte
2017,470,STADLER Brigitte
2018,491,STADLER Brigitte
2019,492,STADLER Brigitte
2020,602,STADLER Brigitte
2021,628,STADLER Brigitte
2022,572,STADLER Brigitte
2023,346,STADLER Brigitte
1996,112,Nissen Poul
1997,106,Nissen Poul
1998,161,Nissen Poul
1999,201,Nissen Poul
2000,465,Nissen Poul
2001,746,Nissen Poul
2002,704,Nissen Poul
2003,711,Nissen Poul
2004,808,Nissen Poul
2005,880,Nissen Poul
2006,890,Nissen Poul
2007,915,Nissen Poul
2008,979,Nissen Poul
2009,1160,Nissen Poul
2010,1121,Nissen Poul
2011,1277,Nissen Poul
2012,1238,Nissen Poul
2013,1439,Nissen Poul
2014,1415,Nissen Poul
2015,1496,Nissen Poul
2016,1551,Nissen Poul
2017,1498,Nissen Poul
2018,1379,Nissen Poul
2019,1357,Nissen Poul
2020,1583,Nissen Poul
2021,1754,Nissen Poul
2022,1444,Nissen Poul
2023,747,Nissen Poul
2003,52,Nielsen Jesper Buus
2004,69,Nielsen Jesper Buus
2005,114,Nielsen Jesper Buus
2006,139,Nielsen Jesper Buus
2007,140,Nielsen Jesper Buus
2008,178,Nielsen Jesper Buus
2009,270,Nielsen Jesper Buus
2010,274,Nielsen Jesper Buus
2011,275,Nielsen Jesper Buus
2012,364,Nielsen Jesper Buus
2013,469,Nielsen Jesper Buus
2014,497,Nielsen Jesper Buus
2015,692,Nielsen Jesper Buus
2016,667,Nielsen Jesper Buus
2017,621,Nielsen Jesper Buus
2018,690,Nielsen Jesper Buus
2019,757,Nielsen Jesper Buus
2020,786,Nielsen Jesper Buus
2021,882,Nielsen Jesper Buus
2022,953,Nielsen Jesper Buus
2023,471,Nielsen Jesper Buus
2004,33,Zelikin Alexander
2005,52,Zelikin Alexander
2006,79,Zelikin Alexander
2007,116,Zelikin Alexander
2008,160,Zelikin Alexander
2009,313,Zelikin Alexander
2010,497,Zelikin Alexander
2011,619,Zelikin Alexander
2012,663,Zelikin Alexander
2013,627,Zelikin Alexander
2014,668,Zelikin Alexander
2015,573,Zelikin Alexander
2016,634,Zelikin Alexander
2017,644,Zelikin Alexander
2018,669,Zelikin Alexander
2019,518,Zelikin Alexander
2020,647,Zelikin Alexander
2021,717,Zelikin Alexander
2022,689,Zelikin Alexander
2023,443,Zelikin Alexander
2013,35,Allen Micah
2014,60,Allen Micah
2015,84,Allen Micah
2016,87,Allen Micah
2017,201,Allen Micah
2018,363,Allen Micah
2019,407,Allen Micah
2020,772,Allen Micah
2021,870,Allen Micah
2022,1006,Allen Micah
2023,567,Allen Micah
1991,93,Bødker Susanne
1992,59,Bødker Susanne
1993,90,Bødker Susanne
1994,150,Bødker Susanne
1995,131,Bødker Susanne
1996,181,Bødker Susanne
1997,221,Bødker Susanne
1998,248,Bødker Susanne
1999,331,Bødker Susanne
2000,313,Bødker Susanne
2001,328,Bødker Susanne
2002,427,Bødker Susanne
2003,450,Bødker Susanne
2004,534,Bødker Susanne
2005,536,Bødker Susanne
2006,556,Bødker Susanne
2007,651,Bødker Susanne
2008,649,Bødker Susanne
2009,685,Bødker Susanne
2010,674,Bødker Susanne
2011,709,Bødker Susanne
2012,781,Bødker Susanne
2013,703,Bødker Susanne
2014,805,Bødker Susanne
2015,686,Bødker Susanne
2016,797,Bødker Susanne
2017,855,Bødker Susanne
2018,914,Bødker Susanne
2019,852,Bødker Susanne
2020,908,Bødker Susanne
2021,969,Bødker Susanne
2022,980,Bødker Susanne
2023,518,Bødker Susanne
2009,19,Yonehara Keisuke
2010,19,Yonehara Keisuke
2011,40,Yonehara Keisuke
2012,34,Yonehara Keisuke
2013,72,Yonehara Keisuke
2014,92,Yonehara Keisuke
2015,105,Yonehara Keisuke
2016,107,Yonehara Keisuke
2017,154,Yonehara Keisuke
2018,159,Yonehara Keisuke
2019,170,Yonehara Keisuke
2020,197,Yonehara Keisuke
2021,218,Yonehara Keisuke
2022,248,Yonehara Keisuke
2023,136,Yonehara Keisuke
2015,23,SCHOU Mads Fristrup
2016,40,SCHOU Mads Fristrup
2017,73,SCHOU Mads Fristrup
2018,101,SCHOU Mads Fristrup
2019,169,SCHOU Mads Fristrup
2020,157,SCHOU Mads Fristrup
2021,196,SCHOU Mads Fristrup
2022,226,SCHOU Mads Fristrup
2023,125,SCHOU Mads Fristrup
2006,23,RIEDE Felix
2007,3,RIEDE Felix
2008,12,RIEDE Felix
2009,44,RIEDE Felix
2010,32,RIEDE Felix
2011,92,RIEDE Felix
2012,74,RIEDE Felix
2013,87,RIEDE Felix
2014,161,RIEDE Felix
2015,128,RIEDE Felix
2016,167,RIEDE Felix
2017,205,RIEDE Felix
2018,297,RIEDE Felix
2019,370,RIEDE Felix
2020,376,RIEDE Felix
2021,402,RIEDE Felix
2022,425,RIEDE Felix
2023,256,RIEDE Felix
2013,20,Vidaurre Diego
2014,51,Vidaurre Diego
2015,105,Vidaurre Diego
2016,182,Vidaurre Diego
2017,251,Vidaurre Diego
2018,455,Vidaurre Diego
2019,671,Vidaurre Diego
2020,996,Vidaurre Diego
2021,1401,Vidaurre Diego
2022,1529,Vidaurre Diego
2023,956,Vidaurre Diego
2001,8,Fournais Soeren
2002,12,Fournais Soeren
2003,7,Fournais Soeren
2004,10,Fournais Soeren
2005,41,Fournais Soeren
2006,39,Fournais Soeren
2007,69,Fournais Soeren
2008,45,Fournais Soeren
2009,48,Fournais Soeren
2010,49,Fournais Soeren
2011,72,Fournais Soeren
2012,97,Fournais Soeren
2013,86,Fournais Soeren
2014,92,Fournais Soeren
2015,118,Fournais Soeren
2016,115,Fournais Soeren
2017,82,Fournais Soeren
2018,106,Fournais Soeren
2019,116,Fournais Soeren
2020,146,Fournais Soeren
2021,184,Fournais Soeren
2022,221,Fournais Soeren
2023,149,Fournais Soeren
1992,47,Nielsen Lars Peter
1993,64,Nielsen Lars Peter
1994,62,Nielsen Lars Peter
1995,118,Nielsen Lars Peter
1996,190,Nielsen Lars Peter
1997,136,Nielsen Lars Peter
1998,183,Nielsen Lars Peter
1999,209,Nielsen Lars Peter
2000,246,Nielsen Lars Peter
2001,236,Nielsen Lars Peter
2002,240,Nielsen Lars Peter
2003,331,Nielsen Lars Peter
2004,310,Nielsen Lars Peter
2005,311,Nielsen Lars Peter
2006,437,Nielsen Lars Peter
2007,472,Nielsen Lars Peter
2008,434,Nielsen Lars Peter
2009,463,Nielsen Lars Peter
2010,452,Nielsen Lars Peter
2011,636,Nielsen Lars Peter
2012,668,Nielsen Lars Peter
2013,652,Nielsen Lars Peter
2014,667,Nielsen Lars Peter
2015,712,Nielsen Lars Peter
2016,822,Nielsen Lars Peter
2017,775,Nielsen Lars Peter
2018,733,Nielsen Lars Peter
2019,813,Nielsen Lars Peter
2020,847,Nielsen Lars Peter
2021,949,Nielsen Lars Peter
2022,898,Nielsen Lars Peter
2023,429,Nielsen Lars Peter
2006,15,Pedersen Bjørn
2007,32,Pedersen Bjørn
2008,49,Pedersen Bjørn
2009,70,Pedersen Bjørn
2010,76,Pedersen Bjørn
2011,147,Pedersen Bjørn
2012,211,Pedersen Bjørn
2013,172,Pedersen Bjørn
2014,221,Pedersen Bjørn
2015,234,Pedersen Bjørn
2016,262,Pedersen Bjørn
2017,274,Pedersen Bjørn
2018,336,Pedersen Bjørn
2019,373,Pedersen Bjørn
2020,398,Pedersen Bjørn
2021,412,Pedersen Bjørn
2022,573,Pedersen Bjørn
2023,189,Pedersen Bjørn
1993,45,Stapelfeldt Henrik
1994,33,Stapelfeldt Henrik
1995,28,Stapelfeldt Henrik
1996,45,Stapelfeldt Henrik
1997,55,Stapelfeldt Henrik
1998,82,Stapelfeldt Henrik
1999,133,Stapelfeldt Henrik
2000,136,Stapelfeldt Henrik
2001,201,Stapelfeldt Henrik
2002,144,Stapelfeldt Henrik
2003,205,Stapelfeldt Henrik
2004,267,Stapelfeldt Henrik
2005,284,Stapelfeldt Henrik
2006,334,Stapelfeldt Henrik
2007,368,Stapelfeldt Henrik
2008,378,Stapelfeldt Henrik
2009,447,Stapelfeldt Henrik
2010,413,Stapelfeldt Henrik
2011,578,Stapelfeldt Henrik
2012,547,Stapelfeldt Henrik
2013,586,Stapelfeldt Henrik
2014,682,Stapelfeldt Henrik
2015,648,Stapelfeldt Henrik
2016,607,Stapelfeldt Henrik
2017,612,Stapelfeldt Henrik
2018,724,Stapelfeldt Henrik
2019,603,Stapelfeldt Henrik
2020,591,Stapelfeldt Henrik
2021,648,Stapelfeldt Henrik
2022,675,Stapelfeldt Henrik
2023,261,Stapelfeldt Henrik
1999,29,Bilde Trine
2000,24,Bilde Trine
2001,21,Bilde Trine
2002,16,Bilde Trine
2003,30,Bilde Trine
2004,59,Bilde Trine
2005,96,Bilde Trine
2006,74,Bilde Trine
2007,87,Bilde Trine
2008,109,Bilde Trine
2009,162,Bilde Trine
2010,144,Bilde Trine
2011,210,Bilde Trine
2012,284,Bilde Trine
2013,285,Bilde Trine
2014,361,Bilde Trine
2015,361,Bilde Trine
2016,374,Bilde Trine
2017,363,Bilde Trine
2018,403,Bilde Trine
2019,424,Bilde Trine
2020,388,Bilde Trine
2021,459,Bilde Trine
2022,518,Bilde Trine
2023,220,Bilde Trine
2009,7,TYLÉN Kristian
2010,16,TYLÉN Kristian
2011,20,TYLÉN Kristian
2012,33,TYLÉN Kristian
2013,69,TYLÉN Kristian
2014,155,TYLÉN Kristian
2015,130,TYLÉN Kristian
2016,272,TYLÉN Kristian
2017,196,TYLÉN Kristian
2018,245,TYLÉN Kristian
2019,224,TYLÉN Kristian
2020,331,TYLÉN Kristian
2021,358,TYLÉN Kristian
2022,379,TYLÉN Kristian
2023,267,TYLÉN Kristian
2013,33,ELM Jonas
2014,62,ELM Jonas
2015,68,ELM Jonas
2016,143,ELM Jonas
2017,247,ELM Jonas
2018,251,ELM Jonas
2019,342,ELM Jonas
2020,436,ELM Jonas
2021,443,ELM Jonas
2022,617,ELM Jonas
2023,361,ELM Jonas
2006,13,WEIDNER Tobias
2007,13,WEIDNER Tobias
2008,43,WEIDNER Tobias
2009,82,WEIDNER Tobias
2010,154,WEIDNER Tobias
2011,195,WEIDNER Tobias
2012,270,WEIDNER Tobias
2013,318,WEIDNER Tobias
2014,291,WEIDNER Tobias
2015,334,WEIDNER Tobias
2016,298,WEIDNER Tobias
2017,470,WEIDNER Tobias
2018,426,WEIDNER Tobias
2019,394,WEIDNER Tobias
2020,467,WEIDNER Tobias
2021,496,WEIDNER Tobias
2022,534,WEIDNER Tobias
2023,307,WEIDNER Tobias
2009,241,Sovacool Benjamin
2010,455,Sovacool Benjamin
2011,766,Sovacool Benjamin
2012,953,Sovacool Benjamin
2013,1401,Sovacool Benjamin
2014,1812,Sovacool Benjamin
2015,2089,Sovacool Benjamin
2016,2701,Sovacool Benjamin
2017,3220,Sovacool Benjamin
2018,4381,Sovacool Benjamin
2019,5267,Sovacool Benjamin
2020,6818,Sovacool Benjamin
2021,9508,Sovacool Benjamin
2022,10280,Sovacool Benjamin
2023,6057,Sovacool Benjamin
2004,149,Svenning Jens-Christian
2005,194,Svenning Jens-Christian
2006,236,Svenning Jens-Christian
2007,346,Svenning Jens-Christian
2008,407,Svenning Jens-Christian
2009,541,Svenning Jens-Christian
2010,572,Svenning Jens-Christian
2011,805,Svenning Jens-Christian
2012,962,Svenning Jens-Christian
2013,1321,Svenning Jens-Christian
2014,1498,Svenning Jens-Christian
2015,1903,Svenning Jens-Christian
2016,2633,Svenning Jens-Christian
2017,2791,Svenning Jens-Christian
2018,3519,Svenning Jens-Christian
2019,4353,Svenning Jens-Christian
2020,5220,Svenning Jens-Christian
2021,6734,Svenning Jens-Christian
2022,7128,Svenning Jens-Christian
2023,4554,Svenning Jens-Christian
2000,25,Hornekaer Liv
2001,44,Hornekaer Liv
2002,68,Hornekaer Liv
2003,57,Hornekaer Liv
2004,55,Hornekaer Liv
2005,89,Hornekaer Liv
2006,105,Hornekaer Liv
2007,122,Hornekaer Liv
2008,137,Hornekaer Liv
2009,180,Hornekaer Liv
2010,238,Hornekaer Liv
2011,386,Hornekaer Liv
2012,422,Hornekaer Liv
2013,542,Hornekaer Liv
2014,458,Hornekaer Liv
2015,528,Hornekaer Liv
2016,523,Hornekaer Liv
2017,405,Hornekaer Liv
2018,466,Hornekaer Liv
2019,455,Hornekaer Liv
2020,420,Hornekaer Liv
2021,395,Hornekaer Liv
2022,377,Hornekaer Liv
2023,196,Hornekaer Liv
2013,2,Fardo Francesca
2014,2,Fardo Francesca
2015,7,Fardo Francesca
2016,18,Fardo Francesca
2017,67,Fardo Francesca
2018,129,Fardo Francesca
2019,85,Fardo Francesca
2020,97,Fardo Francesca
2021,112,Fardo Francesca
2022,150,Fardo Francesca
2023,108,Fardo Francesca
2014,7,Kitazawa Taro
2015,14,Kitazawa Taro
2016,26,Kitazawa Taro
2017,38,Kitazawa Taro
2018,48,Kitazawa Taro
2019,47,Kitazawa Taro
2020,62,Kitazawa Taro
2021,69,Kitazawa Taro
2022,92,Kitazawa Taro
2023,49,Kitazawa Taro
1984,219,Jørgensen Bo Barker
1985,228,Jørgensen Bo Barker
1986,290,Jørgensen Bo Barker
1987,315,Jørgensen Bo Barker
1988,340,Jørgensen Bo Barker
1989,371,Jørgensen Bo Barker
1990,326,Jørgensen Bo Barker
1991,404,Jørgensen Bo Barker
1992,498,Jørgensen Bo Barker
1993,518,Jørgensen Bo Barker
1994,561,Jørgensen Bo Barker
1995,609,Jørgensen Bo Barker
1996,703,Jørgensen Bo Barker
1997,606,Jørgensen Bo Barker
1998,810,Jørgensen Bo Barker
1999,764,Jørgensen Bo Barker
2000,1012,Jørgensen Bo Barker
2001,1035,Jørgensen Bo Barker
2002,1004,Jørgensen Bo Barker
2003,1315,Jørgensen Bo Barker
2004,1466,Jørgensen Bo Barker
2005,1678,Jørgensen Bo Barker
2006,1831,Jørgensen Bo Barker
2007,1877,Jørgensen Bo Barker
2008,2087,Jørgensen Bo Barker
2009,2181,Jørgensen Bo Barker
2010,2206,Jørgensen Bo Barker
2011,2360,Jørgensen Bo Barker
2012,2450,Jørgensen Bo Barker
2013,2630,Jørgensen Bo Barker
2014,2677,Jørgensen Bo Barker
2015,2841,Jørgensen Bo Barker
2016,3069,Jørgensen Bo Barker
2017,2901,Jørgensen Bo Barker
2018,2929,Jørgensen Bo Barker
2019,3363,Jørgensen Bo Barker
2020,3327,Jørgensen Bo Barker
2021,3633,Jørgensen Bo Barker
2022,3493,Jørgensen Bo Barker
2023,1763,Jørgensen Bo Barker
2003,30,Overgaard Morten
2004,10,Overgaard Morten
2005,9,Overgaard Morten
2006,20,Overgaard Morten
2007,7,Overgaard Morten
2008,50,Overgaard Morten
2009,52,Overgaard Morten
2010,114,Overgaard Morten
2011,159,Overgaard Morten
2012,181,Overgaard Morten
2013,207,Overgaard Morten
2014,359,Overgaard Morten
2015,300,Overgaard Morten
2016,348,Overgaard Morten
2017,385,Overgaard Morten
2018,423,Overgaard Morten
2019,473,Overgaard Morten
2020,575,Overgaard Morten
2021,580,Overgaard Morten
2022,476,Overgaard Morten
2023,218,Overgaard Morten
2007,12,Pedersen Bjørn Panyella
2008,87,Pedersen Bjørn Panyella
2009,145,Pedersen Bjørn Panyella
2010,123,Pedersen Bjørn Panyella
2011,166,Pedersen Bjørn Panyella
2012,192,Pedersen Bjørn Panyella
2013,228,Pedersen Bjørn Panyella
2014,255,Pedersen Bjørn Panyella
2015,258,Pedersen Bjørn Panyella
2016,290,Pedersen Bjørn Panyella
2017,209,Pedersen Bjørn Panyella
2018,226,Pedersen Bjørn Panyella
2019,245,Pedersen Bjørn Panyella
2020,317,Pedersen Bjørn Panyella
2021,396,Pedersen Bjørn Panyella
2022,392,Pedersen Bjørn Panyella
2023,238,Pedersen Bjørn Panyella
2008,18,SLOTHUUS Rune
2009,28,SLOTHUUS Rune
2010,85,SLOTHUUS Rune
2011,68,SLOTHUUS Rune
2012,115,SLOTHUUS Rune
2013,152,SLOTHUUS Rune
2014,230,SLOTHUUS Rune
2015,241,SLOTHUUS Rune
2016,339,SLOTHUUS Rune
2017,397,SLOTHUUS Rune
2018,558,SLOTHUUS Rune
2019,525,SLOTHUUS Rune
2020,657,SLOTHUUS Rune
2021,805,SLOTHUUS Rune
2022,890,SLOTHUUS Rune
2023,526,SLOTHUUS Rune
1995,880,Møller Anders
1996,984,Møller Anders
1997,1293,Møller Anders
1998,1649,Møller Anders
1999,1989,Møller Anders
2000,1958,Møller Anders
2001,2180,Møller Anders
2002,2436,Møller Anders
2003,2665,Møller Anders
2004,2933,Møller Anders
2005,2791,Møller Anders
2006,3325,Møller Anders
2007,5194,Møller Anders
2008,5484,Møller Anders
2009,4358,Møller Anders
2010,4770,Møller Anders
2011,6968,Møller Anders
2012,11362,Møller Anders
2013,16557,Møller Anders
2014,19936,Møller Anders
2015,23944,Møller Anders
2016,26520,Møller Anders
2017,26313,Møller Anders
2018,27811,Møller Anders
2019,25438,Møller Anders
2020,21631,Møller Anders
2021,22173,Møller Anders
2022,20938,Møller Anders
2023,10901,Møller Anders
1995,880,MØLLER Anders
1996,984,MØLLER Anders
1997,1293,MØLLER Anders
1998,1649,MØLLER Anders
1999,1989,MØLLER Anders
2000,1958,MØLLER Anders
2001,2180,MØLLER Anders
2002,2436,MØLLER Anders
2003,2665,MØLLER Anders
2004,2933,MØLLER Anders
2005,2791,MØLLER Anders
2006,3325,MØLLER Anders
2007,5194,MØLLER Anders
2008,5484,MØLLER Anders
2009,4358,MØLLER Anders
2010,4770,MØLLER Anders
2011,6968,MØLLER Anders
2012,11362,MØLLER Anders
2013,16557,MØLLER Anders
2014,19936,MØLLER Anders
2015,23944,MØLLER Anders
2016,26520,MØLLER Anders
2017,26313,MØLLER Anders
2018,27811,MØLLER Anders
2019,25438,MØLLER Anders
2020,21631,MØLLER Anders
2021,22173,MØLLER Anders
2022,20938,MØLLER Anders
2023,10901,MØLLER Anders
1995,880,MØLLER Anders
1996,984,MØLLER Anders
1997,1293,MØLLER Anders
1998,1649,MØLLER Anders
1999,1989,MØLLER Anders
2000,1958,MØLLER Anders
2001,2180,MØLLER Anders
2002,2436,MØLLER Anders
2003,2665,MØLLER Anders
2004,2933,MØLLER Anders
2005,2791,MØLLER Anders
2006,3325,MØLLER Anders
2007,5194,MØLLER Anders
2008,5484,MØLLER Anders
2009,4358,MØLLER Anders
2010,4770,MØLLER Anders
2011,6968,MØLLER Anders
2012,11362,MØLLER Anders
2013,16557,MØLLER Anders
2014,19936,MØLLER Anders
2015,23944,MØLLER Anders
2016,26520,MØLLER Anders
2017,26313,MØLLER Anders
2018,27811,MØLLER Anders
2019,25438,MØLLER Anders
2020,21631,MØLLER Anders
2021,22173,MØLLER Anders
2022,20938,MØLLER Anders
2023,10901,MØLLER Anders
1994,19,JENSEN Carsten
1995,31,JENSEN Carsten
1996,56,JENSEN Carsten
1997,41,JENSEN Carsten
1998,61,JENSEN Carsten
1999,89,JENSEN Carsten
2000,83,JENSEN Carsten
2001,81,JENSEN Carsten
2002,111,JENSEN Carsten
2003,130,JENSEN Carsten
2004,156,JENSEN Carsten
2005,159,JENSEN Carsten
2006,167,JENSEN Carsten
2007,157,JENSEN Carsten
2008,171,JENSEN Carsten
2009,164,JENSEN Carsten
2010,244,JENSEN Carsten
2011,277,JENSEN Carsten
2012,325,JENSEN Carsten
2013,326,JENSEN Carsten
2014,358,JENSEN Carsten
2015,421,JENSEN Carsten
2016,390,JENSEN Carsten
2017,390,JENSEN Carsten
2018,507,JENSEN Carsten
2019,494,JENSEN Carsten
2020,457,JENSEN Carsten
2021,519,JENSEN Carsten
2022,617,JENSEN Carsten
2023,330,JENSEN Carsten
2010,9,BÆKGAARD Martin
2011,9,BÆKGAARD Martin
2012,8,BÆKGAARD Martin
2013,15,BÆKGAARD Martin
2014,18,BÆKGAARD Martin
2015,41,BÆKGAARD Martin
2016,68,BÆKGAARD Martin
2017,83,BÆKGAARD Martin
2018,129,BÆKGAARD Martin
2019,177,BÆKGAARD Martin
2020,302,BÆKGAARD Martin
2021,364,BÆKGAARD Martin
2022,503,BÆKGAARD Martin
2023,317,BÆKGAARD Martin
2000,84,LARSEN Martin
2001,115,LARSEN Martin
2002,171,LARSEN Martin
2003,218,LARSEN Martin
2004,313,LARSEN Martin
2005,310,LARSEN Martin
2006,390,LARSEN Martin
2007,495,LARSEN Martin
2008,608,LARSEN Martin
2009,624,LARSEN Martin
2010,714,LARSEN Martin
2011,881,LARSEN Martin
2012,1102,LARSEN Martin
2013,1022,LARSEN Martin
2014,1120,LARSEN Martin
2015,1145,LARSEN Martin
2016,1186,LARSEN Martin
2017,1079,LARSEN Martin
2018,1160,LARSEN Martin
2019,1243,LARSEN Martin
2020,1229,LARSEN Martin
2021,1448,LARSEN Martin
2022,1297,LARSEN Martin
2023,738,LARSEN Martin
2005,62,Sherson Jacob
2006,117,Sherson Jacob
2007,159,Sherson Jacob
2008,198,Sherson Jacob
2009,181,Sherson Jacob
2010,233,Sherson Jacob
2011,401,Sherson Jacob
2012,396,Sherson Jacob
2013,379,Sherson Jacob
2014,382,Sherson Jacob
2015,417,Sherson Jacob
2016,473,Sherson Jacob
2017,377,Sherson Jacob
2018,457,Sherson Jacob
2019,413,Sherson Jacob
2020,485,Sherson Jacob
2021,568,Sherson Jacob
2022,723,Sherson Jacob
2023,391,Sherson Jacob
2004,18,Li Jiong
2005,40,Li Jiong
2006,65,Li Jiong
2007,87,Li Jiong
2008,111,Li Jiong
2009,129,Li Jiong
2010,132,Li Jiong
2011,204,Li Jiong
2012,255,Li Jiong
2013,312,Li Jiong
2014,380,Li Jiong
2015,439,Li Jiong
2016,479,Li Jiong
2017,533,Li Jiong
2018,561,Li Jiong
2019,553,Li Jiong
2020,593,Li Jiong
2021,730,Li Jiong
2022,694,Li Jiong
2023,432,Li Jiong
2011,41,BILLER Patrick
2012,107,BILLER Patrick
2013,197,BILLER Patrick
2014,220,BILLER Patrick
2015,413,BILLER Patrick
2016,440,BILLER Patrick
2017,501,BILLER Patrick
2018,619,BILLER Patrick
2019,674,BILLER Patrick
2020,659,BILLER Patrick
2021,835,BILLER Patrick
2022,789,BILLER Patrick
2023,434,BILLER Patrick
1987,126,POULSEN Thomas
1988,207,POULSEN Thomas
1989,310,POULSEN Thomas
1990,368,POULSEN Thomas
1991,280,POULSEN Thomas
1992,304,POULSEN Thomas
1993,281,POULSEN Thomas
1994,315,POULSEN Thomas
1995,221,POULSEN Thomas
1996,306,POULSEN Thomas
1997,279,POULSEN Thomas
1998,252,POULSEN Thomas
1999,354,POULSEN Thomas
2000,366,POULSEN Thomas
2001,455,POULSEN Thomas
2002,387,POULSEN Thomas
2003,545,POULSEN Thomas
2004,514,POULSEN Thomas
2005,615,POULSEN Thomas
2006,709,POULSEN Thomas
2007,677,POULSEN Thomas
2008,946,POULSEN Thomas
2009,1024,POULSEN Thomas
2010,1013,POULSEN Thomas
2011,1295,POULSEN Thomas
2012,1276,POULSEN Thomas
2013,1351,POULSEN Thomas
2014,1409,POULSEN Thomas
2015,1357,POULSEN Thomas
2016,1358,POULSEN Thomas
2017,1148,POULSEN Thomas
2018,1288,POULSEN Thomas
2019,1170,POULSEN Thomas
2020,1310,POULSEN Thomas
2021,1364,POULSEN Thomas
2022,1346,POULSEN Thomas
2023,652,POULSEN Thomas
1989,57,Stougaard Jens
1990,71,Stougaard Jens
1991,64,Stougaard Jens
1992,58,Stougaard Jens
1993,93,Stougaard Jens
1994,63,Stougaard Jens
1995,78,Stougaard Jens
1996,62,Stougaard Jens
1997,101,Stougaard Jens
1998,65,Stougaard Jens
1999,110,Stougaard Jens
2000,164,Stougaard Jens
2001,144,Stougaard Jens
2002,259,Stougaard Jens
2003,400,Stougaard Jens
2004,432,Stougaard Jens
2005,677,Stougaard Jens
2006,615,Stougaard Jens
2007,647,Stougaard Jens
2008,746,Stougaard Jens
2009,872,Stougaard Jens
2010,861,Stougaard Jens
2011,954,Stougaard Jens
2012,1213,Stougaard Jens
2013,1139,Stougaard Jens
2014,1151,Stougaard Jens
2015,1185,Stougaard Jens
2016,1020,Stougaard Jens
2017,1051,Stougaard Jens
2018,1261,Stougaard Jens
2019,1520,Stougaard Jens
2020,1574,Stougaard Jens
2021,1525,Stougaard Jens
2022,1406,Stougaard Jens
2023,872,Stougaard Jens
2004,27,Andersen Ebbe Sloth
2005,22,Andersen Ebbe Sloth
2006,17,Andersen Ebbe Sloth
2007,46,Andersen Ebbe Sloth
2008,51,Andersen Ebbe Sloth
2009,67,Andersen Ebbe Sloth
2010,154,Andersen Ebbe Sloth
2011,182,Andersen Ebbe Sloth
2012,251,Andersen Ebbe Sloth
2013,239,Andersen Ebbe Sloth
2014,259,Andersen Ebbe Sloth
2015,274,Andersen Ebbe Sloth
2016,292,Andersen Ebbe Sloth
2017,280,Andersen Ebbe Sloth
2018,321,Andersen Ebbe Sloth
2019,326,Andersen Ebbe Sloth
2020,329,Andersen Ebbe Sloth
2021,427,Andersen Ebbe Sloth
2022,406,Andersen Ebbe Sloth
2023,289,Andersen Ebbe Sloth
2007,11,Wall Simon
2008,19,Wall Simon
2009,34,Wall Simon
2010,34,Wall Simon
2011,64,Wall Simon
2012,95,Wall Simon
2013,114,Wall Simon
2014,169,Wall Simon
2015,180,Wall Simon
2016,202,Wall Simon
2017,251,Wall Simon
2018,258,Wall Simon
2019,247,Wall Simon
2020,286,Wall Simon
2021,346,Wall Simon
2022,340,Wall Simon
2023,219,Wall Simon
2009,33,ORLANDI Claudio
2010,30,ORLANDI Claudio
2011,30,ORLANDI Claudio
2012,80,ORLANDI Claudio
2013,125,ORLANDI Claudio
2014,151,ORLANDI Claudio
2015,213,ORLANDI Claudio
2016,330,ORLANDI Claudio
2017,342,ORLANDI Claudio
2018,418,ORLANDI Claudio
2019,476,ORLANDI Claudio
2020,555,ORLANDI Claudio
2021,696,ORLANDI Claudio
2022,748,ORLANDI Claudio
2023,384,ORLANDI Claudio
2009,11,LINDEKILDE Lasse
2010,17,LINDEKILDE Lasse
2011,19,LINDEKILDE Lasse
2012,36,LINDEKILDE Lasse
2013,32,LINDEKILDE Lasse
2014,44,LINDEKILDE Lasse
2015,74,LINDEKILDE Lasse
2016,77,LINDEKILDE Lasse
2017,123,LINDEKILDE Lasse
2018,147,LINDEKILDE Lasse
2019,210,LINDEKILDE Lasse
2020,255,LINDEKILDE Lasse
2021,295,LINDEKILDE Lasse
2022,248,LINDEKILDE Lasse
2023,174,LINDEKILDE Lasse
2004,27,POHL Thomas
2005,58,POHL Thomas
2006,51,POHL Thomas
2007,87,POHL Thomas
2008,167,POHL Thomas
2009,141,POHL Thomas
2010,190,POHL Thomas
2011,336,POHL Thomas
2012,403,POHL Thomas
2013,748,POHL Thomas
